genename	bnum	geneid	isNonUnique
lsrC	b1514	gene1547	FALSE
pspD	b1307	gene1334	FALSE
lsrD	b1515	gene1548	FALSE
lsrG	b1518	gene1551	FALSE
lsrF	b1517	gene1550	FALSE
cvrA	b1191	gene1208	FALSE
pspC	b1306	gene1333	FALSE
lsrK	b1511	gene1544	FALSE
yejO	b2190	gene2245	FALSE
yejH	b2184	gene2239	FALSE
rbsD	b3748	gene3830	FALSE
moaB	b0782	gene795	FALSE
ygbF	b2754	gene2813	FALSE
yidZ	b3711	gene3793	FALSE
asnW	b1984	gene2028	FALSE
lsrR	b1512	gene1545	FALSE
pspA	b1304	gene1331	FALSE
ygbA	b2732	gene2791	FALSE
ygbN	b2740	gene2799	FALSE
ygbL	b2738	gene2797	FALSE
ygbM	b2739	gene2798	FALSE
ygbJ	b2736	gene2795	FALSE
ygbK	b2737	gene2796	FALSE
ygbI	b2735	gene2794	FALSE
ileU	b3277	gene3338	FALSE
melA	b4119	gene4204	FALSE
spy	b1743	gene1785	FALSE
eptA	b4114	gene4199	FALSE
dedA	b2317	gene2373	FALSE
dedD	b2314	gene2370	FALSE
ybiR	b0818	gene831	FALSE
lolB	b1209	gene1226	FALSE
lolA	b0891	gene905	FALSE
dapB	b0031	gene30	FALSE
ybiV	b0822	gene835	FALSE
dapD	b0166	gene162	FALSE
lolE	b1118	gene1132	FALSE
lolD	b1117	gene1131	FALSE
mdlB	b0449	gene454	FALSE
mdlA	b0448	gene453	FALSE
ybiY	b0824	gene837	FALSE
ybiB	b0800	gene813	FALSE
ybiC	b0801	gene814	FALSE
ybiA	b0798	gene811	FALSE
holD	b4372	gene4464	FALSE
ybiJ	b0802	gene815	FALSE
fdx	b2525	gene2587	FALSE
ybiH	b0796	gene809	FALSE
ybiI	b0803	gene816	FALSE
ybiO	b0808	gene821	FALSE
nac	b1988	gene2032	FALSE
setB	b2170	gene2224	FALSE
arsC	b3503	gene3566	FALSE
yheT	b3353	gene3415	FALSE
yqfE	b2915	gene2979	FALSE
ydhF	b1647	gene1686	FALSE
rhaT	b3907	gene3988	FALSE
yhaI	b3104	gene3165	FALSE
yaiA	b0389	gene395	FALSE
frlB	b3371	gene3433	FALSE
frlC	b4474	gene3434	FALSE
frlD	b3374	gene3435	FALSE
dinF	b4044	gene4126	FALSE
yhaC	b3121	gene3180	FALSE
yjiP	b4339	gene4430	FALSE
yaiC	b0385	gene391	FALSE
tcdA	b2812	gene2874	FALSE
cpxR	b3912	gene3993	FALSE
oppA	b1243	gene1265	FALSE
oppC	b1245	gene1267	FALSE
oppB	b1244	gene1266	FALSE
oppD	b1246	gene1268	FALSE
bglJ	b4366	gene4457	FALSE
oppF	b1247	gene1269	FALSE
yhdW	b3268	gene3329	FALSE
guaC	b0104	gene102	FALSE
alaS	b2697	gene2756	FALSE
gpp	b3779	gene3859	FALSE
guaB	b2508	gene2569	FALSE
recJ	b2892	gene2954	FALSE
sibB	b4437	gene2127	FALSE
recN	b2616	gene2681	FALSE
recO	b2565	gene2631	FALSE
recB	b2820	gene2882	FALSE
ispU	b0174	gene171	FALSE
recA	b2699	gene2758	FALSE
recF	b3700	gene3781	FALSE
recG	b3652	gene3730	FALSE
recD	b2819	gene2881	FALSE
recE	b1350	gene1381	FALSE
nfi	b3998	gene4079	FALSE
recX	b2698	gene2757	FALSE
eamB	b2578	gene2644	FALSE
ispH	b0029	gene28	FALSE
yhdV	b3267	gene3328	FALSE
recR	b0472	gene477	FALSE
ispE	b1208	gene1225	FALSE
ispF	b2746	gene2805	FALSE
ispG	b2515	gene2576	FALSE
ispA	b0421	gene426	FALSE
recT	b1349	gene1380	FALSE
ydiH	b1685	gene1726	FALSE
acpT	b3475	gene3535	FALSE
ydiJ	b1687	gene1728	FALSE
ydiK	b1688	gene1729	FALSE
ydiL	b1689	gene1731	FALSE
ydiM	b1690	gene1732	FALSE
insB1	b0021	gene20	TRUE
ydiO	b1695	gene1737	FALSE
tatE	b0627	gene641	FALSE
pspF	b1303	gene1330	FALSE
moaE	b0785	gene798	FALSE
moaD	b0784	gene797	FALSE
moaC	b0783	gene796	FALSE
pspB	b1305	gene1332	FALSE
moaA	b0781	gene794	FALSE
dinJ	b0226	gene226	FALSE
ydiY	b1722	gene1764	FALSE
ydiZ	b1724	gene1766	FALSE
hscA	b2526	gene2588	FALSE
yhdU	b3263	gene3324	FALSE
yaiO	b0358	gene367	FALSE
ydiP	b1696	gene1738	FALSE
ydiQ	b1697	gene1739	FALSE
ydiR	b1698	gene1740	FALSE
ydiS	b1699	gene1741	FALSE
ydiT	b1700	gene1742	FALSE
ydiU	b1706	gene1748	FALSE
ydiV	b1707	gene1749	FALSE
dinG	b0799	gene812	FALSE
yrfF	b3398	gene3459	FALSE
yceQ	b1085	gene1098	FALSE
guaD	b2883	gene2945	FALSE
yaiE	b0391	gene397	FALSE
dinB	b0231	gene231	FALSE
guaA	b2507	gene2568	FALSE
yaiP	b0363	gene371	FALSE
yaiI	b0387	gene393	FALSE
mscL	b3291	gene3351	FALSE
yaiL	b0354	gene363	FALSE
dinI	b1061	gene1074	FALSE
glpE	b3425	gene3485	FALSE
yceB	b1063	gene1076	FALSE
yceA	b1055	gene1068	FALSE
ynfL	b1595	gene1632	FALSE
yceG	b1097	gene1111	FALSE
yceF	b1087	gene1100	FALSE
yaiW	b0378	gene384	FALSE
yaiV	b0375	gene381	FALSE
yceK	b1050	gene1064	FALSE
yaiX	b4579	gene368	FALSE
yceI	b1056	gene1069	FALSE
yceH	b1067	gene1080	FALSE
yceO	b1058	gene1071	FALSE
yeiG	b2154	gene2208	FALSE
yceM	b1068	gene1081	FALSE
yaiT	b4580	gene378	FALSE
rzoD	b4510	gene565	FALSE
dinQ	b4613	gene3561	FALSE
ubiX	b2311	gene2367	FALSE
hyaC	b0974	gene988	FALSE
yheU	b3354	gene3416	FALSE
tff	b4414	gene165	FALSE
lexA	b4043	gene4125	FALSE
bhsA	b1112	gene1126	FALSE
gpt	b0238	gene238	FALSE
rzoQ	b4689	gene1590	FALSE
greA	b3181	gene3241	FALSE
ubiH	b2907	gene2969	FALSE
yceJ	b1057	gene1070	FALSE
ubiF	b0662	gene676	FALSE
ssuA	b0936	gene950	FALSE
ubiD	b3843	gene3922	FALSE
cfa	b1661	gene1701	FALSE
ubiB	b3835	gene3916	FALSE
ubiC	b4039	gene4121	FALSE
ubiA	b4040	gene4122	FALSE
parE	b3030	gene3088	FALSE
yaiZ	b0380	gene386	FALSE
glrK	b2556	gene2619	FALSE
ssuC	b0934	gene948	FALSE
dam	b3387	gene3448	FALSE
agrB	b4713	gene3563	FALSE
hyaE	b0976	gene990	FALSE
bglA	b2901	gene2963	FALSE
dtd	b3887	gene3968	FALSE
aat	b0885	gene899	FALSE
gpr	b3001	gene3062	FALSE
aas	b2836	gene2898	FALSE
ascG	b2714	gene2773	FALSE
ascF	b2715	gene2774	FALSE
glrR	b2554	gene2617	FALSE
ascB	b2716	gene2775	FALSE
miaA	b4171	gene4261	FALSE
miaB	b0661	gene675	FALSE
selD	b1764	gene1806	FALSE
yhdY	b3270	gene3331	FALSE
selA	b3591	gene3664	FALSE
selB	b3590	gene3663	FALSE
selC	b3658	gene3736	FALSE
ymgJ	b4594	gene1189	FALSE
ymgI	b4593	gene1188	FALSE
alsK	b4084	gene4169	FALSE
ymgC	b1167	gene1182	FALSE
ymgA	b1165	gene1180	FALSE
alsE	b4085	gene4170	FALSE
ymgG	b1172	gene1187	FALSE
ymgF	b4520	gene1184	FALSE
ymgE	b1195	gene1212	FALSE
ymgD	b1171	gene1186	FALSE
galT	b0758	gene771	FALSE
galU	b1236	gene1259	FALSE
yeeJ	b1978	gene2023	FALSE
galP	b2943	gene3005	FALSE
yeeL	b4497	gene2024	FALSE
yeeO	b1985	gene2029	FALSE
yeeN	b1983	gene2027	FALSE
yeeA	b2008	gene2057	FALSE
yhdX	b3269	gene3330	FALSE
yeeE	b2013	gene2062	FALSE
yeeD	b2012	gene2061	FALSE
lit	b1139	gene1153	FALSE
puuB	b1301	gene1328	FALSE
yeeZ	b2016	gene2066	FALSE
qseB	b3025	gene3083	FALSE
galM	b0756	gene769	FALSE
yeeS	b2002	gene2049	FALSE
yeeR	b2001	gene2048	FALSE
yeeT	b2003	gene2050	FALSE
yeeW	b2006	gene2053	FALSE
galK	b0757	gene770	FALSE
treB	b4240	gene4328	FALSE
gabT	b2662	gene2721	FALSE
hipA	b1507	gene1541	FALSE
gabP	b2663	gene2722	FALSE
hipB	b1508	gene1542	FALSE
yigM	b3827	gene3907	FALSE
ytjA	b4568	gene4469	FALSE
rho	b3783	gene3862	FALSE
fimI	b4315	gene4407	FALSE
gabD	b2661	gene2720	FALSE
treF	b3519	gene3584	FALSE
essQ	b1556	gene1593	FALSE
hofO	b3393	gene3454	FALSE
hofN	b3394	gene3455	FALSE
fsaB	b3946	gene4026	FALSE
pnuC	b0751	gene764	FALSE
plaP	b2014	gene2063	FALSE
hofC	b0106	gene103	FALSE
hofB	b0107	gene104	FALSE
yhaL	b3107	gene3168	FALSE
yhaM	b4470	gene3169	FALSE
yhaO	b3110	gene3170	FALSE
yhaH	b3103	gene3164	FALSE
macB	b0879	gene893	FALSE
macA	b0878	gene892	FALSE
yhaK	b3106	gene3167	FALSE
ubiJ	b3834	gene3914	FALSE
hofQ	b3391	gene3452	FALSE
hofP	b3392	gene3453	FALSE
yhaB	b3120	gene3179	FALSE
yagL	b0278	gene285	FALSE
queA	b0405	gene410	FALSE
yoaB	b1809	gene1853	FALSE
queC	b0444	gene449	FALSE
prpE	b0335	gene344	FALSE
prpB	b0331	gene341	FALSE
prpC	b0333	gene342	FALSE
yoaE	b1816	gene1860	FALSE
yoaD	b1815	gene1859	FALSE
yoaK	b4676	gene1837	FALSE
yoaJ	b4675	gene1838	FALSE
yoaI	b1788	gene1830	FALSE
rzoR	b4528	gene1395	FALSE
cdh	b3918	gene3998	FALSE
ugd	b2028	gene2079	FALSE
ygcB	b2761	gene2820	FALSE
prpR	b0330	gene340	FALSE
ygcG	b2778	gene2838	FALSE
ubiG	b2232	gene2286	FALSE
mglC	b2148	gene2202	FALSE
ygcO	b2767	gene2827	FALSE
ygcN	b2766	gene2826	FALSE
clpX	b0438	gene443	FALSE
stfE	b1157	gene1171	FALSE
hyfH	b2488	gene2549	FALSE
queE	b2777	gene2836	FALSE
bfd	b3337	gene3398	FALSE
hyfC	b2483	gene2544	FALSE
clpP	b0437	gene442	FALSE
clpS	b0881	gene895	FALSE
gshA	b2688	gene2747	FALSE
hyfG	b2487	gene2548	FALSE
hyfF	b2486	gene2547	FALSE
hyfE	b2485	gene2546	FALSE
hyfD	b2484	gene2545	FALSE
bfr	b3336	gene3397	FALSE
stfR	b1372	gene1402	FALSE
stfQ	b1547	gene1582	FALSE
stfP	b1154	gene1168	FALSE
clpA	b0882	gene896	FALSE
hyfR	b2491	gene2552	FALSE
clpB	b2592	gene2658	FALSE
feoA	b3408	gene3469	FALSE
ssnA	b2879	gene2941	FALSE
tatC	b3839	gene3919	FALSE
plsY	b3059	gene3120	FALSE
plsX	b1090	gene1104	FALSE
hrpB	b0148	gene145	FALSE
hrpA	b1413	gene1446	FALSE
plsC	b3018	gene3076	FALSE
plsB	b4041	gene4123	FALSE
rpiA	b2914	gene2978	FALSE
pck	b3403	gene3464	FALSE
rpiB	b4090	gene4175	FALSE
hypE	b2730	gene2789	FALSE
hypD	b2729	gene2788	FALSE
kduD	b2842	gene2906	FALSE
hypF	b2712	gene2771	FALSE
hypA	b2726	gene2785	FALSE
ldhA	b1380	gene1413	FALSE
hypC	b2728	gene2787	FALSE
rlpA	b0633	gene647	FALSE
crr	b2417	gene2476	FALSE
yjcE	b4065	gene4149	FALSE
crp	b3357	gene3419	FALSE
fsaA	b0825	gene838	FALSE
fnrS	b4699	gene1373	FALSE
yjcB	b4060	gene4143	FALSE
yjcC	b4061	gene4144	FALSE
nrfD	b4073	gene4157	FALSE
yjcH	b4068	gene4152	FALSE
cra	b0080	gene79	FALSE
yjcS	b4083	gene4168	FALSE
mtfA	b1976	gene2021	FALSE
aaeR	b3243	gene3304	FALSE
zur	b4046	gene4128	FALSE
crl	b0240	gene240	FALSE
oxc	b2373	gene2431	FALSE
mprA	b2684	gene2742	FALSE
frmB	b0355	gene364	FALSE
frmA	b0356	gene365	FALSE
nrfE	b4074	gene4158	FALSE
yjiC	b4325	gene4417	FALSE
acrS	b3264	gene3325	FALSE
frmR	b0357	gene366	FALSE
nlpA	b3661	gene3740	FALSE
uxuA	b4322	gene4414	FALSE
nlpD	b2742	gene2801	FALSE
mnmC	b2324	gene2380	FALSE
thyA	b2827	gene2889	FALSE
cysJ	b2764	gene2824	FALSE
barA	b2786	gene2846	FALSE
cbpA	b1000	gene1017	FALSE
cbpM	b0999	gene1016	FALSE
chpB	b4225	gene4314	FALSE
gmk	b3648	gene3726	FALSE
hisP	b2306	gene2362	FALSE
nrfC	b4072	gene4156	FALSE
yjiA	b4352	gene4443	FALSE
mzrA	b3096	gene3157	FALSE
uup	b0949	gene963	FALSE
sspB	b3228	gene3289	FALSE
glgA	b3429	gene3489	FALSE
mhpR	b0346	gene355	FALSE
yicI	b3656	gene3734	FALSE
yafV	b0219	gene219	FALSE
yicO	b3664	gene3744	FALSE
yicN	b3663	gene3743	FALSE
mhpT	b0353	gene362	FALSE
yicC	b3644	gene3722	FALSE
yicG	b3646	gene3724	FALSE
yfdF	b2345	gene2400	FALSE
solA	b1059	gene1072	FALSE
mhpC	b0349	gene358	FALSE
mhpB	b0348	gene357	FALSE
mhpA	b0347	gene356	FALSE
gudX	b2788	gene2848	FALSE
mhpF	b0351	gene360	FALSE
mhpE	b0352	gene361	FALSE
mhpD	b0350	gene359	FALSE
yicS	b4555	gene3741	FALSE
yicR	b3638	gene3716	FALSE
mlaE	b3194	gene3254	FALSE
obgE	b3183	gene3243	FALSE
fdhF	b4079	gene4163	FALSE
hisR	b3797	gene3877	FALSE
yicT	b4653	gene3737	FALSE
nrfA	b4070	gene4154	FALSE
damX	b3388	gene3449	FALSE
yjiG	b4329	gene4421	FALSE
tgt	b0406	gene411	FALSE
rsgA	b4161	gene4250	FALSE
purP	b3714	gene3796	FALSE
napG	b2205	gene2259	FALSE
napF	b2208	gene2262	FALSE
napD	b2207	gene2261	FALSE
napC	b2202	gene2256	FALSE
napB	b2203	gene2257	FALSE
napA	b2206	gene2260	FALSE
fumC	b1611	gene1649	FALSE
hisS	b2514	gene2575	FALSE
napH	b2204	gene2258	FALSE
sppA	b1766	gene1808	FALSE
yjhV	b4286	gene4372	FALSE
ivbL	b3672	gene3752	FALSE
add	b1623	gene1661	FALSE
ade	b3665	gene3745	FALSE
dut	b3640	gene3718	FALSE
insC1	b0360	gene369	TRUE
suhB	b2533	gene2595	FALSE
alsR	b4089	gene4174	FALSE
ybhQ	b0791	gene804	FALSE
ybhP	b0790	gene803	FALSE
ybhS	b0793	gene806	FALSE
ybhR	b0792	gene805	FALSE
ybhM	b0787	gene800	FALSE
ybhL	b0786	gene799	FALSE
ybhN	b0788	gene801	FALSE
ybhI	b0770	gene783	FALSE
ybhH	b0769	gene782	FALSE
ybhK	b0780	gene793	FALSE
ybhJ	b0771	gene784	FALSE
ybhD	b0768	gene781	FALSE
ybhG	b0795	gene808	FALSE
ybhF	b0794	gene807	FALSE
ybhA	b0766	gene779	FALSE
ybhC	b0772	gene785	FALSE
ybhB	b0773	gene786	FALSE
tdcE	b3114	gene3173	FALSE
mlc	b1594	gene1631	FALSE
tdcG	b4471	gene3171	FALSE
tdcF	b3113	gene3172	FALSE
fur	b0683	gene693	FALSE
tdcC	b3116	gene3175	FALSE
tdcB	b3117	gene3176	FALSE
tdcR	b3119	gene3178	FALSE
ppa	b4226	gene4315	FALSE
rsxA	b1627	gene1666	FALSE
rutR	b1013	gene1030	FALSE
rsxC	b1629	gene1668	FALSE
rsxB	b1628	gene1667	FALSE
rsxE	b1632	gene1671	FALSE
rsxD	b1630	gene1669	FALSE
rsxG	b1631	gene1670	FALSE
bcsA	b3533	gene3598	FALSE
trxA	b3781	gene3861	FALSE
rutC	b1010	gene1027	FALSE
rutB	b1011	gene1028	FALSE
rutA	b1012	gene1029	FALSE
wcaN	b2042	gene2093	FALSE
rutG	b1006	gene1023	FALSE
rutF	b1007	gene1024	FALSE
rutE	b1008	gene1025	FALSE
rutD	b1009	gene1026	FALSE
dgcZ	b1535	gene1570	FALSE
wcaD	b2056	gene2107	FALSE
wcaG	b2052	gene2103	FALSE
wcaF	b2054	gene2105	FALSE
wcaA	b2059	gene2110	FALSE
wcaC	b2057	gene2108	FALSE
wcaB	b2058	gene2109	FALSE
oweE	b4692	gene1162	FALSE
motA	b1890	gene1938	FALSE
motB	b1889	gene1937	FALSE
msrA	b4219	gene4309	FALSE
ptrB	b1845	gene1892	FALSE
ohsC	b4608	gene2628	FALSE
scpC	b2920	gene2984	FALSE
greB	b3406	gene3467	FALSE
oweS	b2358	gene2413	FALSE
ppdA	b2826	gene2888	FALSE
dsbA	b3860	gene3939	FALSE
dsbC	b2893	gene2955	FALSE
dsbB	b1185	gene1202	FALSE
dsbE	b2195	gene2249	FALSE
dsbD	b4136	gene4223	FALSE
dsbG	b0604	gene620	FALSE
ydhK	b1645	gene1684	FALSE
ydhJ	b1644	gene1683	FALSE
ampH	b0376	gene382	FALSE
ebgA	b3076	gene3137	FALSE
ydhL	b1648	gene1687	FALSE
ydhC	b1660	gene1700	FALSE
ydhB	b1659	gene1699	FALSE
pssA	b2585	gene2651	FALSE
ulaB	b4194	gene4284	FALSE
ampG	b0433	gene438	FALSE
ampD	b0110	gene107	FALSE
ampE	b0111	gene108	FALSE
xisD	b4633	gene543	FALSE
xisE	b1141	gene1155	FALSE
ydhY	b1674	gene1714	FALSE
ydhX	b1671	gene1711	FALSE
dgt	b0160	gene157	FALSE
ydhS	b1668	gene1708	FALSE
ydhR	b1667	gene1707	FALSE
ydhQ	b1664	gene1704	FALSE
ydhP	b1657	gene1696	FALSE
ydhW	b1672	gene1712	FALSE
ydhV	b1673	gene1713	FALSE
ydhU	b1670	gene1710	FALSE
ydhT	b1669	gene1709	FALSE
yafL	b0227	gene227	FALSE
chbF	b1734	gene1776	FALSE
yafN	b0232	gene232	FALSE
yafO	b0233	gene233	FALSE
ycfZ	b1121	gene1135	FALSE
zitB	b0752	gene765	FALSE
yafJ	b0223	gene223	FALSE
yafK	b0224	gene224	FALSE
yafD	b0209	gene207	FALSE
yafE	b0210	gene208	FALSE
ycfT	b1115	gene1129	FALSE
mipA	b1782	gene1824	FALSE
ycfP	b1108	gene1122	FALSE
ycfQ	b1111	gene1125	FALSE
flgC	b1074	gene1087	FALSE
flgB	b1073	gene1086	FALSE
flgA	b1072	gene1085	FALSE
flgG	b1078	gene1091	FALSE
flgF	b1077	gene1090	FALSE
ycfH	b1100	gene1114	FALSE
flgD	b1075	gene1088	FALSE
flgK	b1082	gene1095	FALSE
flgJ	b1081	gene1094	FALSE
flgI	b1080	gene1093	FALSE
yafW	b0246	gene247	FALSE
yafP	b0234	gene234	FALSE
flgN	b1070	gene1083	FALSE
flgM	b1071	gene1084	FALSE
flgL	b1083	gene1096	FALSE
lptF	b4261	gene4348	FALSE
kduI	b2843	gene2907	FALSE
ulaD	b4196	gene4286	FALSE
dhaK	b1200	gene1217	FALSE
dhaM	b1198	gene1215	FALSE
dhaL	b1199	gene1216	FALSE
dhaR	b1201	gene1218	FALSE
fbp	b4232	gene4320	FALSE
smpB	b2620	gene2685	FALSE
lptG	b4262	gene4349	FALSE
yjbG	b4028	gene4109	FALSE
yeeY	b2015	gene2065	FALSE
yjbE	b4026	gene4107	FALSE
yjbD	b4023	gene4104	FALSE
yghB	b3009	gene3068	FALSE
galE	b0759	gene772	FALSE
mreB	b3251	gene3311	FALSE
mreC	b3250	gene3310	FALSE
mltF	b2558	gene2622	FALSE
sokX	b4701	gene2821	FALSE
yjbJ	b4045	gene4127	FALSE
mreD	b3249	gene3309	FALSE
rffG	b3788	gene3867	FALSE
rpsO	b3165	gene3225	FALSE
bssR	b0836	gene849	FALSE
bssS	b1060	gene1073	FALSE
yjbS	b4621	gene4137	FALSE
yjbR	b4057	gene4140	FALSE
glmS	b3729	gene3811	FALSE
rpsN	b3307	gene3368	FALSE
yjhY	b4656	gene4395	FALSE
rpsM	b3298	gene3359	FALSE
rpsL	b3342	gene3403	FALSE
ychQ	b1213	gene1230	FALSE
rtcR	b3422	gene3482	FALSE
preA	b2147	gene2201	FALSE
dcuA	b4138	gene4225	FALSE
rsfS	b0637	gene651	FALSE
ptsI	b2416	gene2475	FALSE
ychE	b1242	gene1264	FALSE
ychF	b1203	gene1220	FALSE
ychA	b1214	gene1231	FALSE
yeeP	b1999	gene2045	FALSE
tqsA	b1601	gene1639	FALSE
ychN	b1219	gene1242	FALSE
ychO	b1220	gene1243	FALSE
ychH	b1205	gene1222	FALSE
ychJ	b1233	gene1256	FALSE
ymdF	b4518	gene1022	FALSE
ulaG	b4192	gene4282	FALSE
ymdE	b1028	gene1044	FALSE
ymdB	b1045	gene1059	FALSE
ymdA	b1044	gene1058	FALSE
dppA	b3544	gene3611	FALSE
dppB	b3543	gene3610	FALSE
dppC	b3542	gene3609	FALSE
dppD	b3541	gene3608	FALSE
dppF	b3540	gene3607	FALSE
uhpT	b3666	gene3746	FALSE
fhuE	b1102	gene1116	FALSE
fhuD	b0152	gene149	FALSE
nuoA	b2288	gene2344	FALSE
fhuA	b0150	gene147	FALSE
nuoG	b2283	gene2339	FALSE
fhuC	b0151	gene148	FALSE
fhuB	b0153	gene150	FALSE
nuoJ	b2280	gene2336	FALSE
nuoK	b2279	gene2335	FALSE
nuoH	b2282	gene2338	FALSE
nuoI	b2281	gene2337	FALSE
nuoN	b2276	gene2332	FALSE
nuoL	b2278	gene2334	FALSE
nuoM	b2277	gene2333	FALSE
yeeH	b4639	gene2038	FALSE
gspI	b3330	gene3391	FALSE
proY	b0402	gene407	FALSE
proX	b2679	gene2738	FALSE
proW	b2678	gene2737	FALSE
proV	b2677	gene2736	FALSE
xanQ	b2882	gene2944	FALSE
xanP	b3654	gene3732	FALSE
proS	b0194	gene192	FALSE
proQ	b1831	gene1876	FALSE
proP	b4111	gene4195	FALSE
qseC	b3026	gene3084	FALSE
phnG	b4101	gene4186	FALSE
glgP	b3428	gene3488	FALSE
proL	b2189	gene2244	FALSE
proK	b3545	gene3612	FALSE
phnC	b4106	gene4190	FALSE
luxS	b2687	gene2745	FALSE
preT	b2146	gene2200	FALSE
phnN	b4094	gene4179	FALSE
phnO	b4093	gene4178	FALSE
zapB	b3928	gene4008	FALSE
phnM	b4095	gene4180	FALSE
proC	b0386	gene392	FALSE
proB	b0242	gene242	FALSE
proA	b0243	gene243	FALSE
yhfL	b3369	gene3431	FALSE
lipA	b0628	gene642	FALSE
bcsQ	b3534	gene3599	FALSE
lipB	b0630	gene644	FALSE
bacA	b3057	gene3118	FALSE
livK	b3458	gene3518	FALSE
bcsZ	b3531	gene3596	FALSE
cutA	b4137	gene4224	FALSE
sokB	b4429	gene1455	FALSE
kptA	b4331	gene4423	FALSE
yhfA	b3356	gene3418	FALSE
envZ	b3404	gene3465	FALSE
bcsC	b3530	gene3595	FALSE
livJ	b3460	gene3520	FALSE
bcsE	b3536	gene3601	FALSE
bcsF	b3537	gene3602	FALSE
bcsG	b3538	gene3603	FALSE
livH	b3457	gene3517	FALSE
deoA	b4382	gene4475	FALSE
yehB	b2109	gene2163	FALSE
yehC	b2110	gene2164	FALSE
yqeG	b2845	gene2909	FALSE
yehA	b2108	gene2162	FALSE
yqeA	b2874	gene2936	FALSE
yobH	b4536	gene1871	FALSE
yobI	b4677	gene1909	FALSE
yobF	b1824	gene1868	FALSE
yehK	b4541	gene2171	FALSE
yobD	b1820	gene1864	FALSE
yehI	b2118	gene2170	FALSE
yobB	b1843	gene1890	FALSE
yqeH	b2846	gene2910	FALSE
yehL	b2119	gene2172	FALSE
yobA	b1841	gene1888	FALSE
yehR	b2123	gene2176	FALSE
yehS	b2124	gene2177	FALSE
yehP	b2121	gene2174	FALSE
yehQ	b2122	gene2175	FALSE
yehW	b2128	gene2182	FALSE
yehT	b2125	gene2178	FALSE
yehU	b2126	gene2179	FALSE
ulaC	b4195	gene4285	FALSE
yehX	b2129	gene2183	FALSE
yehY	b2130	gene2184	FALSE
bisC	b3551	gene3618	FALSE
typA	b3871	gene3952	FALSE
yhfX	b3381	gene3442	FALSE
gsiD	b0832	gene845	FALSE
gsiA	b0829	gene842	FALSE
pbpC	b2519	gene2580	FALSE
gsiC	b0831	gene844	FALSE
gsiB	b0830	gene843	FALSE
deoC	b4381	gene4474	FALSE
yifN	b3777	gene3857	FALSE
otsA	b1896	gene1944	FALSE
bioB	b0775	gene788	FALSE
bioC	b0777	gene790	FALSE
marR	b1530	gene1563	FALSE
bioA	b0774	gene787	FALSE
bioF	b0776	gene789	FALSE
bioD	b0778	gene791	FALSE
bioH	b3412	gene3473	FALSE
sgcX	b4305	gene4394	FALSE
mrp	b2113	gene2167	FALSE
pabC	b1096	gene1110	FALSE
pabB	b1812	gene1856	FALSE
pabA	b3360	gene3422	FALSE
yfdT	b2363	gene2418	FALSE
intE	b1140	gene1154	FALSE
intD	b0537	gene542	FALSE
intG	b1936	gene1982	FALSE
intF	b0281	gene288	FALSE
intA	b2622	gene2687	FALSE
ybgA	b0707	gene720	FALSE
yhfU	b3378	gene3439	FALSE
intK	b1567	gene1604	FALSE
yfdP	b2359	gene2414	FALSE
mukB	b0924	gene938	FALSE
yhdT	b3257	gene3318	FALSE
ybgC	b0736	gene749	FALSE
intQ	b1579	gene1616	FALSE
mukF	b0922	gene936	FALSE
mukE	b0923	gene937	FALSE
intR	b1345	gene1376	FALSE
ybgD	b0719	gene732	FALSE
yfdR	b2361	gene2416	FALSE
tadA	b2559	gene2623	FALSE
tmcA	b2474	gene2535	FALSE
ybgE	b0735	gene748	FALSE
rlmM	b2806	gene2867	FALSE
rlmL	b0948	gene962	FALSE
icdC	b4519	gene1174	FALSE
rlmI	b0967	gene981	FALSE
rlmH	b0636	gene650	FALSE
rlmJ	b3499	gene3559	FALSE
rlmE	b3179	gene3239	FALSE
rlmD	b2785	gene2845	FALSE
rlmG	b3084	gene3145	FALSE
rlmF	b0807	gene820	FALSE
infC	b1718	gene1760	FALSE
infB	b3168	gene3228	FALSE
infA	b0884	gene898	FALSE
rlmB	b4180	gene4270	FALSE
xerC	b3811	gene3892	FALSE
ygbE	b2749	gene2808	FALSE
yqhA	b3002	gene3063	FALSE
ypaA	b4543	gene2299	FALSE
ihfA	b1712	gene1754	FALSE
yhbT	b3157	gene3215	FALSE
ihfB	b0912	gene926	FALSE
efp	b4147	gene4234	FALSE
ybgJ	b0711	gene724	FALSE
phnI	b4099	gene4184	FALSE
ybgK	b0712	gene725	FALSE
wbbI	b2034	gene2085	FALSE
ybgL	b0713	gene726	FALSE
wbbK	b2032	gene2083	FALSE
wbbJ	b2033	gene2084	FALSE
wbbL	b4571	gene2081	FALSE
yhjA	b3518	gene3583	FALSE
umpH	b0675	gene685	FALSE
atoB	b2224	gene2279	FALSE
isrC	b4435	gene2046	FALSE
azoR	b1412	gene1445	FALSE
ybgO	b0716	gene729	FALSE
yhaV	b3130	gene3188	FALSE
atoD	b2221	gene2276	FALSE
atoE	b2223	gene2278	FALSE
exuT	b3093	gene3154	FALSE
yihN	b3874	gene3955	FALSE
glgX	b3431	gene3491	FALSE
exuR	b3094	gene3155	FALSE
yihO	b3876	gene3957	FALSE
insL1	b0016	gene14	TRUE
yihL	b3872	gene3953	FALSE
psrD	b4418	gene1101	FALSE
tufA	b3339	gene3400	FALSE
yihM	b3873	gene3954	FALSE
mocA	b2877	gene2939	FALSE
